,ID,SEX,AGE,FO,TIP,astr1_1,astr1_2,astr1_3,astr1_4,astr1_5,astr1_6,astr1_7,astr1_8,astr1_9,astr1_10,astr1_11,astr1_12,astr1_13,astr1_14,astr2,astr3,astr4,TV,d1,EDU,DOHOD_0,PROF1,PROF2,PROF3,Q515_98T,weight1
1212,0724d53f400ce522,Мужской,60.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В некую сверхъестественную силу,Во что-то еще,В судьбу,В воздаяние за грехи,В приметы,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Работающий пенсионер,"Я работаю в НЕКОММЕРЧЕСКОЙ организации, которая оказывает помощь населению (благотворительные фонды, центры поддержки...",,,0.5999398983532496
1213,0724d54c878ce7a9,Мужской,53.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.384689592454178
1214,0724d54ec74ce87e,Мужской,39.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,В приметы,В некую сверхъестественную силу,"В НЛО, инопланетян",В загробную жизнь,В гороскопы,"В колдовство, магию",В переселение душ,В судьбу,В воздаяние за грехи,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.6530966829085458
1215,0724d55c424cebdb,Мужской,45.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,0.470405485848737
1216,0724d562500ced32,Женский,44.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Несколько раз в неделю,"Два и более высших образования, ученая степень кандидата или доктора наук",Плохое,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,0.6514829336149114
1217,0724d577e54ce25b,Мужской,34.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, я против этого, считаю это антинаучным и вредным","Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,1.0266984713379073
1218,0724d57c9e0ce39f,Женский,62.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,Затрудняюсь ответить/ отказ от ответа,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,1.5160083573228214
1219,0724d584eb0ce61c,Мужской,32.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Нет,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Не пользуюсь,Основное общее образование: окончил 9 (раньше 8) классов,Среднее,Самозанятый,,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.9867051085604752
1220,0724d593864ce968,Мужской,33.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В некую сверхъестественную силу,В переселение душ,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",,0.9231063318957934
1221,0724d5a98e0ced73,Мужской,44.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Предприниматель, собственник бизнеса",,"Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.4294343708854031
1222,0724d5ad3f4cee60,Мужской,67.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,,0.8229834042100818
1223,0724d5ae7b8cef42,Женский,31.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В приметы,В судьбу,В воздаяние за грехи,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,1.4933060750124667
1224,0724d5dd358ce9da,Мужской,57.0,Центральный федеральный округ,Поселок городского типа,Затрудняюсь ответить,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...",Другое (укажите),Росатом,0.7143477420066546
1225,0724d600a08ce18d,Женский,50.0,Южный федеральный округ,Село,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, я против этого, считаю это антинаучным и вредным","Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,1.151425275017361
1226,0724d6014ecce253,Женский,60.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В Бога,В воздаяние за грехи,В загробную жизнь,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,1.1156947457422242
1227,0724d63f9c4ce0ff,Женский,61.0,Уральский федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.1008754877904474
1228,0724d6499b8ce30f,Мужской,36.0,Центральный федеральный округ,Село,В Бога,,,,,,,,,,,,,,Затрудняюсь ответить,Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Не пользуюсь,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,1.415043312947233
1229,0724d65d65cce6ff,Мужской,48.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В приметы,"В НЛО, инопланетян",В загробную жизнь,"В колдовство, магию",В судьбу,В воздаяние за грехи,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...",Затрудняюсь ответить,,0.40501286494671407
1230,0724d665ddcce926,Женский,61.0,Центральный федеральный округ,Село,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,2.158055023504369
1231,0724d67d2c8ced8d,Мужской,48.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",,0.8904764752822968
1232,0724d686f80ce091,Мужской,48.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В судьбу,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.404061933973682
1233,0724d6b35c0ce979,Мужской,23.0,Северо-Западный федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в НЕКОММЕРЧЕСКОЙ организации, которая оказывает помощь населению (благотворительные фонды, центры поддержки...",,,1.7323384131565094
1234,0724d6b41d0cea1d,Женский,49.0,Северо-Кавказский федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.2653567165352395
1235,0724d6b8438ceb38,Женский,57.0,Центральный федеральный округ,Село,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Несколько раз в неделю,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,,1.6629434177702764
1236,0724d6c31d0cedbd,Мужской,50.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Нет,"Нет, я против этого, считаю это антинаучным и вредным",Не смотрю,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Затрудняюсь ответить,Неработающий пенсионер (в том числе по инвалидности),,,,0.470405485848737
1237,0724d6f70bcce71d,Мужской,53.0,Центральный федеральный округ,Поселок городского типа,В Бога,,,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Несколько раз в месяц,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары,  «Скорая помощь», санатории",,0.8953744176179647
1238,0724d6fc8e8ce813,Женский,40.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В некую сверхъестественную силу,В судьбу,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,0.7142727425319773
1239,0724d741adcce4f8,Мужской,74.0,Центральный федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Несколько раз в месяц,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.9707450166685925
1240,0724d74a280ce677,Женский,63.0,Приволжский федеральный округ,Село,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, я против этого, считаю это антинаучным и вредным",Смотрю более четырех часов ежедневно,Несколько раз в месяц,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,1.56948908918181
1241,0724d7517bcce876,Женский,49.0,Центральный федеральный округ,Поселок городского типа,В Бога,В судьбу,В приметы,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, регулярно просматриваю, интересуюсь, отношусь к этому очень серьезно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Временно не работаю, безработный",,,,1.174623770464591
1242,0724d757e84cea17,Мужской,55.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.5319028280841204
1243,0724d76549cced43,Женский,58.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В судьбу,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.9945325740646426
1244,0724d7683f0cee07,Мужской,40.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, я против этого, считаю это антинаучным и вредным",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Информационные технологии, связь, интернет Включает в том числе: Программирование /создание программного обеспечения,...",,0.8462745355012319
1245,0724d76b2b4ceefb,Мужской,41.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,В приметы,В некую сверхъестественную силу,В загробную жизнь,В судьбу,Во что-то еще,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,0.7119031444432206
1246,0724d770bc8ce13b,Мужской,27.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Самозанятый,,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",,1.2554657123649429
1247,0724d79044cce831,Женский,66.0,Северо-Западный федеральный округ,Поселок городского типа,В гороскопы,,,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.2755643204487472
1248,0724d79d1f0ceb9f,Женский,50.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Eжедневно менее четырех часов в день,"Два и более высших образования, ученая степень кандидата или доктора наук",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,0.7260757660003448
1249,0724d7b4d14ce102,Мужской,46.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,Самозанятый,,Другое (укажите),волонтёр,0.6377266215046201
1250,0724d7c2a50ce521,Женский,49.0,Южный федеральный округ,Село,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары,  «Скорая помощь», санатории",,1.151425275017361
1251,0724d7dde2cceabe,Мужской,39.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,Во что-то еще,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в правоохранительных органах, вооруженных силах, МЧС","Правоохранительные органы, силовые структуры, МЧС, военная служба Включает в том числе: Полиция, росгвардия, пожарно-...",,0.7974363725958522
1252,0724d7f7e04ce0ed,Женский,75.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В Бога,В судьбу,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, регулярно просматриваю, интересуюсь, отношусь к этому очень серьезно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.1086120982454541
1253,0724d8164c8ce77e,Женский,31.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),айти интернет технологии предоставление услуг,1.7140805531359655
1254,0724d824a34cebe6,Мужской,64.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,В приметы,В некую сверхъестественную силу,В загробную жизнь,В судьбу,В воздаяние за грехи,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,0.8198355847009122
1255,0724d849548ce4ee,Женский,46.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Очень плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.7260757660003448
1256,0724d84d6f4ce6ba,Женский,49.0,Южный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.7260757660003448
