,ID,SEX,AGE,FO,TIP,astr1_1,astr1_2,astr1_3,astr1_4,astr1_5,astr1_6,astr1_7,astr1_8,astr1_9,astr1_10,astr1_11,astr1_12,astr1_13,astr1_14,astr2,astr3,astr4,TV,d1,EDU,DOHOD_0,PROF1,PROF2,PROF3,Q515_98T,weight1
376,0724a32f248ceb2a,Женский,54.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,0.5300807606811593
377,0724a3539ccce43c,Мужской,46.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),транспортная компания,0.5813334852983827
378,0724a375f4cced49,Женский,68.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,В некую сверхъестественную силу,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.0643146651498216
379,0724a37b700cef39,Мужской,68.0,Сибирский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.5746154480749132
380,0724a37f45cce116,Женский,71.0,Северо-Западный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Не пользуюсь,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.7914980186553672
381,0724a386f9cce367,Женский,52.0,Северо-Западный федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Предприниматель, собственник бизнеса",,"Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,0.8916986419326478
382,0724a39ba2cce92d,Мужской,40.0,Дальневосточный федеральный округ,Поселок городского типа,В Бога,В приметы,В гороскопы,В судьбу,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Не смотрю,Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),кадровое,0.6957398782099392
383,0724a3a2490cebbe,Женский,63.0,Уральский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В гороскопы,В Бога,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.7703602397133901
384,0724a3aaf68ced88,Мужской,63.0,Дальневосточный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Не смотрю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Временно не работаю, безработный",,,,0.8012260302343786
385,0724a3d322cce67e,Женский,19.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Не смотрю,Провожу в интернете более четырех часов ежедневно,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работающий учащийся, студент","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Торговля (оптовая, розничная, онлайн продажи; в т.ч. - недвижимость) Включает в том числе: Магазин, автосалон, аукцио...",,1.4144764498890647
386,0724a3d6664ce7fe,Мужской,77.0,Сибирский федеральный округ,Село,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.3110175802519968
387,0724a3e0440ceb19,Мужской,78.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Затрудняюсь ответить,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой","Не знаю, что это такое","Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.6968050740858124
388,0724a407208ce5d4,Женский,73.0,Сибирский федеральный округ,Село,В Бога,В переселение душ,В судьбу,В воздаяние за грехи,В приметы,В загробную жизнь,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Несколько раз в неделю,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,2.038887687971596
389,0724a415204cea1b,Женский,80.0,Дальневосточный федеральный округ,Поселок городского типа,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,Неработающий пенсионер (в том числе по инвалидности),,,,1.4840474911267076
390,0724a41afd8cec12,Мужской,67.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,0.6968050740858124
391,0724a41d3e4ced3a,Женский,38.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в органах власти, управления, судебных органах","Государственное и муниципальное управление, в т.ч. - судебные органы Включает в том числе: Госслужба, администрации/п...",,1.1461524457732397
392,0724a442950ce7e9,Мужской,35.0,Северо-Кавказский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В некую сверхъестественную силу,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.5447241747335995
393,0724a447b70ce93b,Женский,19.0,Южный федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, я против этого, считаю это антинаучным и вредным",Не смотрю,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Неработающий учащийся, студент",,,,1.4245657369904463
394,0724a451884cec09,Женский,58.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Не смотрю,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.5607461708405382
395,0724a460b94ce181,Женский,40.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,"В колдовство, магию",В некую сверхъестественную силу,В переселение душ,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,,0.7966452743214953
396,0724a4611b4ce224,Мужской,55.0,Сибирский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Затрудняюсь ответить,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Несколько раз в месяц,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Предприниматель, собственник бизнеса",,"Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.6251595956156438
397,0724a47b8d0ce8c9,Женский,53.0,Сибирский федеральный округ,Поселок городского типа,В Бога,В некую сверхъестественную силу,В переселение душ,В приметы,В судьбу,В воздаяние за грехи,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары,  «Скорая помощь», санатории",,0.8201343559689314
398,0724a47eb0ccea3b,Мужской,41.0,Центральный федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Несколько раз в неделю,Среднее общее (10 или 11 классов школы с аттестатом),Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.999518981742286
399,0724a48368ccebbe,Женский,50.0,Дальневосточный федеральный округ,Село,В Бога,"В колдовство, магию",,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, регулярно просматриваю, интересуюсь, отношусь к этому очень серьезно",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Основное общее образование: окончил 9 (раньше 8) классов,Очень хорошее,Неработающий пенсионер (в том числе по инвалидности),,,,1.6189798558615278
400,0724a497f3cce2e9,Мужской,30.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным","Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,Самозанятый,,"Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.9231063318957934
401,0724a4a7050ce79e,Мужской,68.0,Сибирский федеральный округ,Село,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Нет,Затрудняюсь ответить,Смотрю более четырех часов ежедневно,"Редко, но не менее одного раза в полгода",Основное общее образование: окончил 9 (раньше 8) классов,Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,1.3110175802519968
402,0724a4b09a0cea7c,Женский,39.0,Центральный федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Самозанятый,,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.9907948030293287
403,0724a4b4a4ccec16,Женский,37.0,Уральский федеральный округ,Село,В судьбу,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,"Два и более высших образования, ученая степень кандидата или доктора наук",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...",Другое (укажите),воспитатель,1.7483909076507316
404,0724a4bbc18ceebe,Женский,43.0,Сибирский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Работающий пенсионер,"Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...",Другое (укажите),самозанятая,0.940372287055877
405,0724a4bce6ccef7d,Женский,48.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.5607461708405382
406,0724a4cbf1cce5f5,Мужской,64.0,Приволжский федеральный округ,Село,Затрудняюсь ответить,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Среднее общее (10 или 11 классов школы с аттестатом),Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,1.3655829409014584
407,0724a4d3340ce7c7,Женский,66.0,Приволжский федеральный округ,Город с численностью от 500 тысяч до 950 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Не пользуюсь,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,0.7276982956616938
408,0724a4d7e34ce995,Мужской,40.0,Сибирский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В приметы,"В НЛО, инопланетян",,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Основное общее образование: окончил 9 (раньше 8) классов,Среднее,"Предприниматель, собственник бизнеса",,"Строительство Включает в том числе: архитектура, проектирование, дизайн интерьера",,0.4330367306586866
409,0724a508b08ce6cd,Женский,55.0,Уральский федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно","Редко, но не менее одного раза в полгода",Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.8540557475205025
410,0724a50912cce758,Женский,48.0,Сибирский федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, я против этого, считаю это антинаучным и вредным",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Образование, наука Включает в том числе: ясли, детский сад, школа, ССУЗ, вуз, научно-исследовательские институты, центры",,1.1097612977958333
411,0724a5173c0cec15,Мужской,38.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Не смотрю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Транспортировка и хранение (складское хозяйство) Включает в том числе: Перевозка грузов, ж/д, авиа, водный, космическ...",,0.7555029135733788
412,0724a51d7a0cee19,Мужской,57.0,Приволжский федеральный округ,Город с численностью от 50 тысяч до 100 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...",Затрудняюсь ответить/ отказ от ответа,"Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.7580972279771079
413,0724a52b9d0ce2e7,Мужской,40.0,Южный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в неделю,Провожу в интернете более четырех часов ежедневно,"Среднее профессиональное (техникум, колледж, ПТУ)",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Жилищно-коммунальное хозяйство Включает в том числе: водоканал, горгаз, вывоз мусора, котельная,  сортировка и перера...",,0.5937705641924247
414,0724a52be94ce36a,Женский,60.0,Приволжский федеральный округ,Село,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Нет,"Да, иногда просматриваю, интересно, что предсказывают",Смотрю более четырех часов ежедневно,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,Неработающий пенсионер (в том числе по инвалидности),,,,1.8271859223911682
415,0724a52d804ce3d9,Женский,37.0,Дальневосточный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,В некую сверхъестественную силу,В воздаяние за грехи,,,,,,,,,,,,"Да, мне это очень интересно, серьезно к этому отношусь",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Провожу в интернете более четырех часов ежедневно,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Финансовая и страховая деятельность, банковские услуги Включает в том числе: Банк, инвестиционный фонд, финансовая ар...",,0.6549386314745781
416,0724a5340d0ce5dc,Женский,70.0,Центральный федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,В Бога,,,,,,,,,,,,,,"Нет, я против этого, считаю это чепухой",Да,"Нет, мне это неинтересно",Ежедневно менее четырех часов в день,Не пользуюсь,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,Неработающий пенсионер (в том числе по инвалидности),,,,0.7546338641456747
417,0724a5371c0ce71b,Женский,27.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,В Бога,В приметы,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Несколько раз в месяц,Провожу в интернете более четырех часов ежедневно,Основное общее образование: окончил 9 (раньше 8) классов,Среднее,"Нахожусь в декретном отпуске, отпуске по уходу за ребенком",,,,1.5625071753876774
418,0724a53b604ce8ea,Мужской,34.0,Северо-Кавказский федеральный округ,Город с численностью менее 50 тысяч,В Бога,,,,,,,,,,,,,,"Да, случалось, делал (а) это для развлечения",Да,"Да, иногда просматриваю, интересно, что предсказывают",Ежедневно менее четырех часов в день,Eжедневно менее четырех часов в день,"Два и более высших образования, ученая степень кандидата или доктора наук",Среднее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Работаю в органах власти, управления, судебных органах","Государственное и муниципальное управление, в т.ч. - судебные органы Включает в том числе: Госслужба, администрации/п...",,1.3790296959706896
419,0724a53eb84ce98c,Мужской,61.0,Приволжский федеральный округ,Город с численностью жителей миллион и более человек,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Eжедневно менее четырех часов в день,Незаконченное высшее (с 3-го курса вуза) или законченное высшее,Плохое,Работающий пенсионер,"Я работаю в БЮДЖЕТНОЙ организации, которая безвозмездно оказывает услуги населению (детский сад, общеобразовательная,...","Здравоохранение Включает в том числе: поликлиники, медицинские центры, больницы, стационары,  «Скорая помощь», санатории",,1.0025099823392107
420,0724a54a16cced4a,Мужской,48.0,Приволжский федеральный округ,Город с численностью от 100 тысяч до 500 тысяч,Не верю ни в какие сверхъестественные силы и явления,,,,,,,,,,,,,,"Нет, мне это неинтересно",Да,"Нет, мне это неинтересно",Несколько раз в неделю,Eжедневно менее четырех часов в день,"Среднее профессиональное (техникум, колледж, ПТУ)",Хорошее,"Работаю по договору, контракту в найме (за исключением находящихся в декретном отпуске, подрабатывающих студентов, пе...","Я работаю в КОММЕРЧЕСКОЙ организации, ее цель – получить прибыль (например, магазин, завод, фермерское хозяйство, АО/...","Промышленность, производство (в т.ч. добывающие, обрабатывающие отрасли, энергетика) Включает в том числе: Завод, ком...",,0.404061933973682
